EVTDESC_EADESCOIA_15;Local partisans groups have suffered serious casualties during clashes with the local militia. While their presence is still significant in this province, the partisans will not pose a serious threat in the next few years.;;;;;;;;;;;;;x 
EVTOPTA_EADESCOIA_15;[Root.Religion.GetRandomGodNameCap] be praised!;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_16;Local partisans groups have suffered heavy casualties during clashes with the local militia. While partisans is still exist in this province, it will take years for them to recover.;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_17;It seems that under the influence of local partisans, the local population has renounced our religion in favor of their old beliefs. The efforts of our missionaries were wasted.;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_17;Damned apostates!;;;;;;;;;;;;;x  
#
EVTDESC_EADEM_3;A group of sea creature settlers have begun settling in [From.GetName], while normally we could ignore the politics of the peasant rabble they have been gradually increasing their number to the point where they will outnumber the local population there! The otherwordeners are incredibly independent and it will be impossible to govern [From.GetName] unless we take action!;;;;;;;;;;;;;;x 
EVTOPTA_EADEM_3;Let the settlers settle there, I never liked [From.GetName] anyway.;;;;;;;;;;;;;x  
EVTOPTB_EADEM_3;Drive them out of our land!;;;;;;;;;;;;;x  
EVTOPTC_EADEM_3;Let them have this land, we can get rid of [From.GetName].;;;;;;;;;;;;;x
EVTDESC_EADEM_4;Sea Creature migrators have settled into one of our realm provinces, displacing the local population. As our liege is a sea creature himself, there is little we can do about this.;;;;;;;;;;;;;x
EADEM.5.desc;Our liege has decided to let sea creature migrators settle into one of our provinces, there is little we can do about this.;;;;;;;;;;;;;x
EADEM.5.a;Does he prefer these filthy otherwordeners over me?!;;;;;;;;;;;;;x
#Diaspora
EVTDESCA_EADENCLAVE_2;A group of turtle merchants have arrived at your court. Apparently, they want to establish a trade route to your province an humbly asking for your permission.;;;;;;;;;;;;;x
EVTDESCB_EADENCLAVE_2;A group of orca merchants have arrived at your court. Apparently, they want to establish a trade route to your province an humbly asking for your permission.;;;;;;;;;;;;;x
EVTDESCC_EADENCLAVE_2;A group of octopus merchants have arrived at your court. Apparently, they want to establish a trade route to your province an humbly asking for your permission.;;;;;;;;;;;;;x
EVTDESCD_EADENCLAVE_2;A group of shark merchants have arrived at your court. Apparently, they want to establish a trade route to your province an humbly asking for your permission.;;;;;;;;;;;;;x
EVTDESCE_EADENCLAVE_2;A group of catfish merchants have arrived at your court. Apparently, they want to establish a trade route to your province an humbly asking for your permission.;;;;;;;;;;;;;x
EVTOPTA_EADENCLAVE_2;Sure, they can establish they route.;;;;;;;;;;;;;x
EVTOPTB_EADENCLAVE_2;I don't think so.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_3;It seems that the traderoute established bu turtles in one of our provinces have attracted a big amount of their kind. And althrough their numbers is relatively small, comparing to local populations, their presence is a common thing there now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_4;It seems that the traderoute established bu orcas in one of our provinces have attracted a big amount of their kind. And althrough their numbers is relatively small, comparing to local populations, their presence is a common thing there now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_5;It seems that the traderoute established bu octopus in one of our provinces have attracted a big amount of their kind. And althrough their numbers is relatively small, comparing to local populations, their presence is a common thing there now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_6;It seems that the traderoute established by sharks in one of our provinces have attracted a big amount of their kind. And althrough their numbers is relatively small, comparing to local populations, their presence is a common thing there now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_7;It seems that the traderoute established by cathrians in one of our provinces have attracted a big amount of their kind. And althrough their numbers is relatively small, comparing to local populations, their presence is a common thing there now.;;;;;;;;;;;;;x
EVTOPTA_EADENCLAVE_3;I hope they don't cause any troubles.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_13;It seems that one of our turtle vassals have attracted a big amount of their kind in his domain. There is sufficient population of the turtles now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_14;It seems that one of our orca vassals have attracted a big amount of their kind in his domain. There is sufficient population of the orca now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_15;It seems that one of our octopus vassals have attracted a big amount of their kind in his domain. There is sufficient population of the octopus now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_16;It seems that one of our shark vassals have attracted a big amount of their kind in his domain. There is sufficient population of the shark now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_47;It seems that one of our orcish vassals have attracted a big amount of their kind in his domain. There is sufficient population of the cathrians now.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_17;I hope they don't cause any troubles.;;;;;;;;;;;;;x
EVTDESC_EADENCLAVE_20;As the population of the province has become majority turtle, the turtle diaspora has melded into the wider population.;;;;;;;;;;x
EVTDESC_EADENCLAVE_21;As the population of the province has become majority orca, the orca diaspora has melded into the wider population.;;;;;;;;;;x
EVTDESC_EADENCLAVE_22;As the population of the province has become majority octopus, the octopus diaspora has melded into the wider population.;;;;;;;;;;x
EVTDESC_EADENCLAVE_23;As the population of the province has become majority shark, the shark diaspora has melded into the wider population.;;;;;;;;;;x
EVTDESC_EADENCLAVE_24;As the population of the province has become majority catfish, the catfish diaspora has melded into the wider population.;;;;;;;;;;x
EVTOPTA_EADENCLAVE_20;Okay.;;;;;;;;;;x
EVTDESC_EADENCLAVE_25;A community of turtles has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTDESC_EADENCLAVE_26;A community of orcas has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTDESC_EADENCLAVE_27;A community of octopus has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTDESC_EADENCLAVE_28;A community of sharks has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTDESC_EADENCLAVE_29;A community of cathrians has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTDESC_EADENCLAVE_44;A community of orcs has become established within your province, will you allow them to remain?;;;;;;;;;;x
EVTOPTA_EADENCLAVE_25;They may stay.;;;;;;;;;;x
EVTOPTB_EADENCLAVE_25;Drive them from their camps and seize their goods!;;;;;;;;;;x
EVTDESC_EADENCLAVE_30;The minority turtle population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTDESC_EADENCLAVE_31;The minority orca population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTDESC_EADENCLAVE_32;The minority octopus population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTDESC_EADENCLAVE_33;The minority shark population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTDESC_EADENCLAVE_34;The minority catfish population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTDESC_EADENCLAVE_45;The minority orcish population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTOPTA_EADENCLAVE_30;Okay.;;;;;;;;;;x
EVTOPTA_EADENCLAVE_35;Welcome Brother!;;;;;;;;;x
EVTDESC_EADENCLAVE_35;A petty Turtle noble, fleeing persecution elsewhere, has showed up at your court. His time spent abroad has gifted him with many connections, and by all accounts he is an able diplomat. He would make a fine chancellor.;;;;;;;;;x
EVTDESC_EADENCLAVE_36;A mysterious tortoise assassin has offered his services at your court. He is well-versed in feudal court intrigue and has a past as both a assassin and a spy. If he can be trusted, he could very well prove to be an indispensable asset in your council...;;;;;;;;;x
EVTDESC_EADENCLAVE_37;A mysterious sea creature assassin has offered his services at your court. He is well-versed in feudal court intrigue and has a past as both a assassin and a spy. If he can be trusted, he could very well prove to be an indispensable asset in your council...;;;;;;;;;x
EVTDESC_EADENCLAVE_38;A learned sea creature has appeared at your court. He comes highly recommended in the arts of bookkeeping and administration. Already he has suggested several ways of improving the bureaucratic efficiency of the realm, and he could potentially make a fine steward.;;;;;;;;;x
EVTDESC_EADENCLAVE_39;A robust sea creature Warrior has offered his services at your court. He is well-versed in military strategy and has a past a mercenary. If he can be trusted, he could very well prove to be an indispensable asset to your military forces.;;;;;;;;;x
EVTDESC_EADENCLAVE_40;A sea creature Scholar has arrived at your court offering his services. He is a very learned man and would make an excellent court physician if he can be trusted.;;;;;;;;;x
EVTDESC_EADENCLAVE_41;A learned sea creature has appeared at your court. He comes highly recommended in the arts of bookkeeping and administration. Already he has suggested several ways of improving the bureaucratic efficiency of the realm, and he could potentially make a fine steward.;;;;;;;;;x
EVTDESC_EADENCLAVE_42;A robust Kraken Warrior has offered his services at your court. He is well-versed in military strategy and has a past a mercenary. If he can be trusted, he could very well prove to be an indispensable asset to your military forces.;;;;;;;;;x
EVTDESC_EADENCLAVE_43;A wealthy Catfish Merchant has arrived at your court. He is learned in the ways of general stewardship and money management and he will be a valuable asset to your realm. He has additionally has offered you a gift of gold.;;;;;;;;;x
EVTOPTA_EADENCLAVE_13;Interesting...;;;;;;;;;;x
